time_d,rv_ms,sig_rv_ms
-21.89523706175384,-134.4125718301183,0.9740452109513521
-21.750899806081474,-134.4828370312419,0.9114423202382419
-20.653366852769206,-134.81474463333103,0.7575695604319685
-19.74293079345638,-133.81620160773943,0.6104990766465752
-17.86134596560215,-135.82810265428833,0.8733157040446149
-17.09190334120195,-133.71184224563518,0.715768885117562
-14.039082416493647,-134.30737778577165,0.9441518746087403
-13.822866908896454,-134.8176880949554,0.9705966523683828
-10.001490821446156,-134.72006175895532,0.7515061266729919
-6.867117435388223,-135.1822648670221,0.8510210201211912
-5.0902576008353435,-135.95787193627797,0.8532710029369588
-3.7534551281286896,-135.04695114015166,0.7405108778522367
-3.0591364811094106,-135.37005601951307,0.9801568660625191
1.345425997599975,-135.13384408195017,0.7130112630280363
6.08433679208311,-135.69470407486028,0.6614371067159782
6.1565148472548925,-134.5013611218329,0.8809649983259997
7.98708662969523,-135.6496848907315,0.9663142822055274
8.933911655350729,-135.27516189022538,0.8556086213937213
11.924282391744674,-137.3944041863572,0.7587153818607346
12.95863496322006,-136.0614957170252,0.9422357988489468
13.026837689342198,-136.03085996342142,0.7768169204136162
14.254587642985387,-135.05569935218017,0.7868212475884329
14.276140516864325,-136.09492261683178,0.6969666474760208
15.233745585457632,-135.69520264775187,0.9632733752457315
15.334816202913396,-134.85702951545247,0.5027722097158825
17.00764874058643,-134.49594165065824,0.8642492481060972
17.083921246735766,-134.33953515625763,0.6778768144451266
17.979366585714914,-134.82429220656675,0.6064666184387684
18.097144883858952,-134.5531337437156,0.6810137055169228
19.993934407935,-134.47788471876783,0.9391501435099204
22.18153089652543,-134.54090022579214,0.6816629456810728
24.033735684311925,-133.64091487964342,0.7516034595203527
